procedure_code,body_system,procedure_name,care_setting,segmentation_type,segment,typical_bill_amount_rm,typical_bill_p25_rm,typical_bill_p75_rm,average_los_days,los_description,number_of_discharges_band,data_status,source_pdf_page,source_url
T6,"Ear, Nose, and Throat (ENT)",Septoplasty (Nose Wall/Septum Surgery),Inpatient,Facility State,Kuala Lumpur,22100,14000,30700,,,100 - 499,Published,68,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
T6,"Ear, Nose, and Throat (ENT)",Septoplasty (Nose Wall/Septum Surgery),Inpatient,Facility State,Melaka,17800,14600,22200,,,100 - 499,Published,68,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
T6,"Ear, Nose, and Throat (ENT)",Septoplasty (Nose Wall/Septum Surgery),Inpatient,Facility State,Negeri Sembilan,21700,17400,27300,,,50 - 99,Published,68,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
T6,"Ear, Nose, and Throat (ENT)",Septoplasty (Nose Wall/Septum Surgery),Inpatient,Facility State,Pahang,23000,19300,26500,,,1 - 49,Published,68,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
T6,"Ear, Nose, and Throat (ENT)",Septoplasty (Nose Wall/Septum Surgery),Inpatient,Facility State,Perak,20600,16900,24600,,,100 - 499,Published,68,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
T6,"Ear, Nose, and Throat (ENT)",Septoplasty (Nose Wall/Septum Surgery),Inpatient,Facility State,Perlis,,,,,,,Insufficient credible data,68,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
T6,"Ear, Nose, and Throat (ENT)",Septoplasty (Nose Wall/Septum Surgery),Inpatient,Facility State,Pulau Pinang,16500,14500,20600,,,100 - 499,Published,68,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
T6,"Ear, Nose, and Throat (ENT)",Septoplasty (Nose Wall/Septum Surgery),Inpatient,Facility State,Sabah,,,,,,,Insufficient credible data,68,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
T6,"Ear, Nose, and Throat (ENT)",Septoplasty (Nose Wall/Septum Surgery),Inpatient,Facility State,Sarawak,13600,12300,17100,,,50 - 99,Published,68,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
T6,"Ear, Nose, and Throat (ENT)",Septoplasty (Nose Wall/Septum Surgery),Inpatient,Facility State,Selangor,20700,16300,25900,,,500 - 999,Published,68,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
T6,"Ear, Nose, and Throat (ENT)",Septoplasty (Nose Wall/Septum Surgery),Inpatient,Facility State,Terengganu,,,,,,,Insufficient credible data,68,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
T6,"Ear, Nose, and Throat (ENT)",Septoplasty (Nose Wall/Septum Surgery),Inpatient,Age Group,Age 20 and below,19900,15200,24600,2.5,,100 - 499,Published,69,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
T6,"Ear, Nose, and Throat (ENT)",Septoplasty (Nose Wall/Septum Surgery),Inpatient,Age Group,Age between 21 – 40,20100,15700,25400,2.5,,"1,000 - 4,999",Published,69,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
T6,"Ear, Nose, and Throat (ENT)",Septoplasty (Nose Wall/Septum Surgery),Inpatient,Age Group,Age between 41 – 60,20200,16000,24600,2.4,,500 - 999,Published,69,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
T6,"Ear, Nose, and Throat (ENT)",Septoplasty (Nose Wall/Septum Surgery),Inpatient,Age Group,Age 61 and above,21300,16100,27100,2.5,,50 - 99,Published,69,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
T7,"Ear, Nose, and Throat (ENT)",Surgery on Nasal Sinus,Inpatient,Overall,All,21900,17400,27200,2.7,,"1,000 - 4,999",Published,70,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
T7,"Ear, Nose, and Throat (ENT)",Surgery on Nasal Sinus,Inpatient,Facility State,Johor,21400,18400,25200,,,100 - 499,Published,71,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
T7,"Ear, Nose, and Throat (ENT)",Surgery on Nasal Sinus,Inpatient,Facility State,Kedah,28000,20400,37000,,,1 - 49,Published,71,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
T7,"Ear, Nose, and Throat (ENT)",Surgery on Nasal Sinus,Inpatient,Facility State,Kelantan,24500,21800,27800,,,1 - 49,Published,71,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
T7,"Ear, Nose, and Throat (ENT)",Surgery on Nasal Sinus,Inpatient,Facility State,Kuala Lumpur,24600,16400,31300,,,100 - 499,Published,71,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
T7,"Ear, Nose, and Throat (ENT)",Surgery on Nasal Sinus,Inpatient,Facility State,Melaka,20000,17900,27700,,,1 - 49,Published,71,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
T7,"Ear, Nose, and Throat (ENT)",Surgery on Nasal Sinus,Inpatient,Facility State,Negeri Sembilan,27200,22600,31400,,,1 - 49,Published,71,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
T7,"Ear, Nose, and Throat (ENT)",Surgery on Nasal Sinus,Inpatient,Facility State,Pahang,21200,17800,24900,,,1 - 49,Published,71,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
T7,"Ear, Nose, and Throat (ENT)",Surgery on Nasal Sinus,Inpatient,Facility State,Perak,21700,18100,24400,,,50 - 99,Published,71,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
T7,"Ear, Nose, and Throat (ENT)",Surgery on Nasal Sinus,Inpatient,Facility State,Perlis,,,,,,,Insufficient credible data,71,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
T7,"Ear, Nose, and Throat (ENT)",Surgery on Nasal Sinus,Inpatient,Facility State,Pulau Pinang,17100,14000,22300,,,100 - 499,Published,71,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
T7,"Ear, Nose, and Throat (ENT)",Surgery on Nasal Sinus,Inpatient,Facility State,Sabah,,,,,,,Insufficient credible data,71,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
T7,"Ear, Nose, and Throat (ENT)",Surgery on Nasal Sinus,Inpatient,Facility State,Sarawak,12100,9300,18400,,,1 - 49,Published,71,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
T7,"Ear, Nose, and Throat (ENT)",Surgery on Nasal Sinus,Inpatient,Facility State,Selangor,22400,18900,27500,,,500 - 999,Published,71,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
T7,"Ear, Nose, and Throat (ENT)",Surgery on Nasal Sinus,Inpatient,Facility State,Terengganu,,,,,,,Insufficient credible data,71,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
T7,"Ear, Nose, and Throat (ENT)",Surgery on Nasal Sinus,Inpatient,Age Group,Age 20 and below,22100,17100,27100,2.9,,100 - 499,Published,72,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
T7,"Ear, Nose, and Throat (ENT)",Surgery on Nasal Sinus,Inpatient,Age Group,Age between 21 – 40,22400,18100,27500,2.8,,500 - 999,Published,72,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
T7,"Ear, Nose, and Throat (ENT)",Surgery on Nasal Sinus,Inpatient,Age Group,Age between 41 – 60,20600,16500,26000,2.5,,100 - 499,Published,72,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
T7,"Ear, Nose, and Throat (ENT)",Surgery on Nasal Sinus,Inpatient,Age Group,Age 61 and above,20300,15600,27900,2.3,,50 - 99,Published,72,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
E1,Eye,Cataract Surgery,Daycare,Overall,All,8400,6800,10300,,Discharge within the same day,"1,000 - 4,999",Published,73,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
E1,Eye,Cataract Surgery,Daycare,Facility State,Johor,10100,8100,11400,,,100 - 499,Published,74,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
E1,Eye,Cataract Surgery,Daycare,Facility State,Kedah,7300,5100,9100,,,50 - 99,Published,74,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
E1,Eye,Cataract Surgery,Daycare,Facility State,Kelantan,,,,,,,Insufficient credible data,74,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
E1,Eye,Cataract Surgery,Daycare,Facility State,Kuala Lumpur,8800,7000,12300,,,100 - 499,Published,74,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
E1,Eye,Cataract Surgery,Daycare,Facility State,Melaka,8500,8000,11000,,,100 - 499,Published,74,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
E1,Eye,Cataract Surgery,Daycare,Facility State,Negeri Sembilan,9600,8700,10700,,,50 - 99,Published,74,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
E1,Eye,Cataract Surgery,Daycare,Facility State,Pahang,,,,,,,Insufficient credible data,74,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
E1,Eye,Cataract Surgery,Daycare,Facility State,Perak,9100,8400,11800,,,100 - 499,Published,74,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
E1,Eye,Cataract Surgery,Daycare,Facility State,Perlis,,,,,,,Insufficient credible data,74,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
E1,Eye,Cataract Surgery,Daycare,Facility State,Pulau Pinang,6900,6200,8100,,,100 - 499,Published,74,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
E1,Eye,Cataract Surgery,Daycare,Facility State,Sabah,7600,6300,11000,,,50 - 99,Published,74,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
E1,Eye,Cataract Surgery,Daycare,Facility State,Sarawak,6600,5900,7500,,,100 - 499,Published,74,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
E1,Eye,Cataract Surgery,Daycare,Facility State,Selangor,8800,7400,10600,,,500 - 999,Published,74,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
E1,Eye,Cataract Surgery,Daycare,Facility State,Terengganu,,,,,,,Insufficient credible data,74,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
E1,Eye,Cataract Surgery,Daycare,Age Group,Age 20 and below,9400,8200,11800,,Discharge within the same day,1 - 49,Published,75,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
E1,Eye,Cataract Surgery,Daycare,Age Group,Age between 21 – 40,10800,8200,12500,,Discharge within the same day,1 - 49,Published,75,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
E1,Eye,Cataract Surgery,Daycare,Age Group,Age between 41 – 60,8600,7000,10700,,Discharge within the same day,500 - 999,Published,75,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
E1,Eye,Cataract Surgery,Daycare,Age Group,Age 61 and above,8300,6700,10000,,Discharge within the same day,"1,000 - 4,999",Published,75,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G1,Genitourinary,Hysteroscopy,Inpatient,Overall,All,10600,8300,13900,1.9,,"1,000 - 4,999",Published,76,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G1,Genitourinary,Hysteroscopy,Inpatient,Facility State,Johor,10000,8200,13700,,,100 - 499,Published,77,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G1,Genitourinary,Hysteroscopy,Inpatient,Facility State,Kedah,9600,8300,12900,,,100 - 499,Published,77,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G1,Genitourinary,Hysteroscopy,Inpatient,Facility State,Kelantan,9300,8100,11200,,,1 - 49,Published,77,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G1,Genitourinary,Hysteroscopy,Inpatient,Facility State,Kuala Lumpur,11500,9100,15500,,,100 - 499,Published,77,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G1,Genitourinary,Hysteroscopy,Inpatient,Facility State,Melaka,8800,7300,11200,,,50 - 99,Published,77,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G1,Genitourinary,Hysteroscopy,Inpatient,Facility State,Negeri Sembilan,13700,11500,16300,,,100 - 499,Published,77,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G1,Genitourinary,Hysteroscopy,Inpatient,Facility State,Pahang,11100,9000,12500,,,1 - 49,Published,77,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G1,Genitourinary,Hysteroscopy,Inpatient,Facility State,Perak,9900,8300,12400,,,100 - 499,Published,77,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G1,Genitourinary,Hysteroscopy,Inpatient,Facility State,Perlis,,,,,,,Insufficient credible data,77,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G1,Genitourinary,Hysteroscopy,Inpatient,Facility State,Pulau Pinang,10800,8100,13100,,,100 - 499,Published,77,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G1,Genitourinary,Hysteroscopy,Inpatient,Facility State,Sabah,9200,8200,20900,,,1 - 49,Published,77,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G1,Genitourinary,Hysteroscopy,Inpatient,Facility State,Sarawak,6100,4700,8600,,,1 - 49,Published,77,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G1,Genitourinary,Hysteroscopy,Inpatient,Facility State,Selangor,11000,8900,14900,,,100 - 499,Published,77,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G1,Genitourinary,Hysteroscopy,Inpatient,Facility State,Terengganu,,,,,,,Insufficient credible data,77,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G1,Genitourinary,Hysteroscopy,Inpatient,Age Group,Age 20 and below,13700,8700,16000,2.2,,1 - 49,Published,78,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G1,Genitourinary,Hysteroscopy,Inpatient,Age Group,Age between 21 – 40,10500,8200,14700,1.9,,500 - 999,Published,78,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G1,Genitourinary,Hysteroscopy,Inpatient,Age Group,Age between 41 – 60,10700,8400,13600,1.9,,500 - 999,Published,78,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G1,Genitourinary,Hysteroscopy,Inpatient,Age Group,Age 61 and above,9800,7500,12800,1.6,,50 - 99,Published,78,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G1,Genitourinary,Hysteroscopy,Daycare,Overall,All,6800,5700,8200,,Discharge within the same day,500 - 999,Published,76,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G1,Genitourinary,Hysteroscopy,Daycare,Facility State,Johor,7700,6400,8900,,,50 - 99,Published,79,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G1,Genitourinary,Hysteroscopy,Daycare,Facility State,Kedah,6700,4400,7600,,,1 - 49,Published,79,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G1,Genitourinary,Hysteroscopy,Daycare,Facility State,Kelantan,,,,,,,Insufficient credible data,79,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G1,Genitourinary,Hysteroscopy,Daycare,Facility State,Kuala Lumpur,8100,7000,9700,,,100 - 499,Published,79,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G1,Genitourinary,Hysteroscopy,Daycare,Facility State,Melaka,6400,5700,7700,,,1 - 49,Published,79,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G1,Genitourinary,Hysteroscopy,Daycare,Facility State,Negeri Sembilan,8000,7200,8700,,,1 - 49,Published,79,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G1,Genitourinary,Hysteroscopy,Daycare,Facility State,Pahang,,,,,,,Insufficient credible data,79,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G1,Genitourinary,Hysteroscopy,Daycare,Facility State,Perak,6800,5100,7900,,,50 - 99,Published,79,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G1,Genitourinary,Hysteroscopy,Daycare,Facility State,Perlis,,,,,,,Insufficient credible data,79,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G1,Genitourinary,Hysteroscopy,Daycare,Facility State,Pulau Pinang,6100,5500,6900,,,100 - 499,Published,79,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G1,Genitourinary,Hysteroscopy,Daycare,Facility State,Sabah,6800,6100,7700,,,1 - 49,Published,79,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G1,Genitourinary,Hysteroscopy,Daycare,Facility State,Sarawak,4100,3500,4900,,,1 - 49,Published,79,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G1,Genitourinary,Hysteroscopy,Daycare,Facility State,Selangor,7100,5900,8700,,,100 - 499,Published,79,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G1,Genitourinary,Hysteroscopy,Daycare,Facility State,Terengganu,,,,,,,Insufficient credible data,79,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G1,Genitourinary,Hysteroscopy,Daycare,Age Group,Age 20 and below,,,,,Discharge within the same day,,Insufficient credible data,80,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G1,Genitourinary,Hysteroscopy,Daycare,Age Group,Age between 21 – 40,6900,5700,8300,,Discharge within the same day,100 - 499,Published,80,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G1,Genitourinary,Hysteroscopy,Daycare,Age Group,Age between 41 – 60,6800,5700,8200,,Discharge within the same day,100 - 499,Published,80,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G1,Genitourinary,Hysteroscopy,Daycare,Age Group,Age 61 and above,6600,5500,7700,,Discharge within the same day,1 - 49,Published,80,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G2,Genitourinary,Removal of Fibroid,Inpatient,Overall,All,24600,17600,32700,2.9,,"1,000 - 4,999",Published,81,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G2,Genitourinary,Removal of Fibroid,Inpatient,Facility State,Johor,25800,19400,34200,,,100 - 499,Published,82,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G2,Genitourinary,Removal of Fibroid,Inpatient,Facility State,Kedah,20800,17700,26100,,,50 - 99,Published,82,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G2,Genitourinary,Removal of Fibroid,Inpatient,Facility State,Kelantan,,,,,,,Insufficient credible data,82,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G2,Genitourinary,Removal of Fibroid,Inpatient,Facility State,Kuala Lumpur,22300,16900,29800,,,100 - 499,Published,82,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G2,Genitourinary,Removal of Fibroid,Inpatient,Facility State,Melaka,29100,25900,30700,,,100 - 499,Published,82,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G2,Genitourinary,Removal of Fibroid,Inpatient,Facility State,Negeri Sembilan,25300,20200,45400,,,1 - 49,Published,82,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G2,Genitourinary,Removal of Fibroid,Inpatient,Facility State,Pahang,18400,16300,25800,,,1 - 49,Published,82,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G2,Genitourinary,Removal of Fibroid,Inpatient,Facility State,Perak,18700,15300,22600,,,50 - 99,Published,82,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G2,Genitourinary,Removal of Fibroid,Inpatient,Facility State,Perlis,,,,,,,Insufficient credible data,82,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G2,Genitourinary,Removal of Fibroid,Inpatient,Facility State,Pulau Pinang,20900,15300,30400,,,100 - 499,Published,82,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G2,Genitourinary,Removal of Fibroid,Inpatient,Facility State,Sabah,30400,25100,32000,,,1 - 49,Published,82,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G2,Genitourinary,Removal of Fibroid,Inpatient,Facility State,Sarawak,12000,10200,14600,,,50 - 99,Published,82,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G2,Genitourinary,Removal of Fibroid,Inpatient,Facility State,Selangor,28700,20000,39600,,,100 - 499,Published,82,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G2,Genitourinary,Removal of Fibroid,Inpatient,Facility State,Terengganu,,,,,,,Insufficient credible data,82,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G2,Genitourinary,Removal of Fibroid,Inpatient,Age Group,Age 20 and below,,,,,,,Insufficient credible data,83,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G2,Genitourinary,Removal of Fibroid,Inpatient,Age Group,Age between 21 – 40,24300,17600,32600,2.9,,"1,000 - 4,999",Published,83,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G2,Genitourinary,Removal of Fibroid,Inpatient,Age Group,Age between 41 – 60,24700,17900,33000,2.9,,500 - 999,Published,83,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
G2,Genitourinary,Removal of Fibroid,Inpatient,Age Group,Age 61 and above,,,,,,,Insufficient credible data,83,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
M1,Musculoskeletal and Connective Tissue,Open Reduction & Internal Fixation (ORIF) for Broken Bones,Inpatient,Overall,All,23400,18500,30400,3.0,,"1,000 - 4,999",Published,84,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
M1,Musculoskeletal and Connective Tissue,Open Reduction & Internal Fixation (ORIF) for Broken Bones,Inpatient,Facility State,Johor,27200,21800,34300,,,500 - 999,Published,85,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
M1,Musculoskeletal and Connective Tissue,Open Reduction & Internal Fixation (ORIF) for Broken Bones,Inpatient,Facility State,Kedah,21400,17300,27400,,,100 - 499,Published,85,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
M1,Musculoskeletal and Connective Tissue,Open Reduction & Internal Fixation (ORIF) for Broken Bones,Inpatient,Facility State,Kelantan,20300,17300,25200,,,1 - 49,Published,85,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
