procedure_code,body_system,procedure_name,care_setting,segmentation_type,segment,typical_bill_amount_rm,typical_bill_p25_rm,typical_bill_p75_rm,average_los_days,los_description,number_of_discharges_band,data_status,source_pdf_page,source_url
C1,Circulatory,Angiogram (Coronary Arteriography & Catheterisation),Inpatient,Overall,All,11700,8800,18300,2.0,,">= 5,000",Published,15,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
C1,Circulatory,Angiogram (Coronary Arteriography & Catheterisation),Inpatient,Facility State,Johor,13400,10000,18900,,,500 - 999,Published,16,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
C1,Circulatory,Angiogram (Coronary Arteriography & Catheterisation),Inpatient,Facility State,Kedah,11500,9300,16900,,,100 - 499,Published,16,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
C1,Circulatory,Angiogram (Coronary Arteriography & Catheterisation),Inpatient,Facility State,Kelantan,16500,13200,21400,,,50 - 99,Published,16,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
C1,Circulatory,Angiogram (Coronary Arteriography & Catheterisation),Inpatient,Facility State,Kuala Lumpur,11600,9000,19300,,,"1,000 - 4,999",Published,16,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
C1,Circulatory,Angiogram (Coronary Arteriography & Catheterisation),Inpatient,Facility State,Melaka,11000,8300,19300,,,500 - 999,Published,16,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
C1,Circulatory,Angiogram (Coronary Arteriography & Catheterisation),Inpatient,Facility State,Negeri Sembilan,14000,11100,21700,,,100 - 499,Published,16,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
C1,Circulatory,Angiogram (Coronary Arteriography & Catheterisation),Inpatient,Facility State,Pahang,13600,9500,22300,,,50 - 99,Published,16,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
C1,Circulatory,Angiogram (Coronary Arteriography & Catheterisation),Inpatient,Facility State,Perak,10400,8000,16100,,,500 - 999,Published,16,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
C1,Circulatory,Angiogram (Coronary Arteriography & Catheterisation),Inpatient,Facility State,Perlis,,,,,,,Insufficient credible data,16,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
C1,Circulatory,Angiogram (Coronary Arteriography & Catheterisation),Inpatient,Facility State,Pulau Pinang,8400,6200,13900,,,500 - 999,Published,16,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
C1,Circulatory,Angiogram (Coronary Arteriography & Catheterisation),Inpatient,Facility State,Sabah,13500,10300,23200,,,50 - 99,Published,16,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
C1,Circulatory,Angiogram (Coronary Arteriography & Catheterisation),Inpatient,Facility State,Sarawak,7100,5900,12800,,,100 - 499,Published,16,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
C1,Circulatory,Angiogram (Coronary Arteriography & Catheterisation),Inpatient,Facility State,Selangor,13400,10000,20000,,,"1,000 - 4,999",Published,16,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
C1,Circulatory,Angiogram (Coronary Arteriography & Catheterisation),Inpatient,Facility State,Terengganu,10800,9900,13400,,,1 - 49,Published,16,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
C1,Circulatory,Angiogram (Coronary Arteriography & Catheterisation),Inpatient,Age Group,Age 20 and below,12800,10100,17400,2.6,,1 - 49,Published,17,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
C1,Circulatory,Angiogram (Coronary Arteriography & Catheterisation),Inpatient,Age Group,Age between 21 – 40,12400,9500,17200,2.3,,500 - 999,Published,17,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
C1,Circulatory,Angiogram (Coronary Arteriography & Catheterisation),Inpatient,Age Group,Age between 41 – 60,11800,8800,18700,2.1,,"1,000 - 4,999",Published,17,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
C1,Circulatory,Angiogram (Coronary Arteriography & Catheterisation),Inpatient,Age Group,Age 61 and above,11000,8400,18100,1.9,,"1,000 - 4,999",Published,17,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D1,Digestive,Endoscopy (Lower GI) with Biopsy,Inpatient,Overall,All,9900,7500,14000,2.3,,">= 5,000",Published,18,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D1,Digestive,Endoscopy (Lower GI) with Biopsy,Inpatient,Facility State,Johor,10200,7600,14600,,,"1,000 - 4,999",Published,19,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D1,Digestive,Endoscopy (Lower GI) with Biopsy,Inpatient,Facility State,Kedah,7900,5900,11700,,,100 - 499,Published,19,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D1,Digestive,Endoscopy (Lower GI) with Biopsy,Inpatient,Facility State,Kelantan,10300,7400,13100,,,50 - 99,Published,19,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D1,Digestive,Endoscopy (Lower GI) with Biopsy,Inpatient,Facility State,Kuala Lumpur,10800,8400,15100,,,500 - 999,Published,19,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D1,Digestive,Endoscopy (Lower GI) with Biopsy,Inpatient,Facility State,Melaka,10300,7600,14900,,,100 - 499,Published,19,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D1,Digestive,Endoscopy (Lower GI) with Biopsy,Inpatient,Facility State,Negeri Sembilan,10700,8200,15700,,,100 - 499,Published,19,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D1,Digestive,Endoscopy (Lower GI) with Biopsy,Inpatient,Facility State,Pahang,8000,6100,12100,,,100 - 499,Published,19,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D1,Digestive,Endoscopy (Lower GI) with Biopsy,Inpatient,Facility State,Perak,8700,6800,12600,,,500 - 999,Published,19,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D1,Digestive,Endoscopy (Lower GI) with Biopsy,Inpatient,Facility State,Perlis,8600,8400,9500,,,1 - 49,Published,19,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D1,Digestive,Endoscopy (Lower GI) with Biopsy,Inpatient,Facility State,Pulau Pinang,8500,6500,11900,,,500 - 999,Published,19,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D1,Digestive,Endoscopy (Lower GI) with Biopsy,Inpatient,Facility State,Sabah,12100,8800,16100,,,50 - 99,Published,19,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D1,Digestive,Endoscopy (Lower GI) with Biopsy,Inpatient,Facility State,Sarawak,7200,4200,11500,,,100 - 499,Published,19,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D1,Digestive,Endoscopy (Lower GI) with Biopsy,Inpatient,Facility State,Selangor,10600,8300,14500,,,"1,000 - 4,999",Published,19,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D1,Digestive,Endoscopy (Lower GI) with Biopsy,Inpatient,Facility State,Terengganu,8700,7400,11300,,,1 - 49,Published,19,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D1,Digestive,Endoscopy (Lower GI) with Biopsy,Inpatient,Age Group,Age 20 and below,10300,7400,13900,2.6,,100 - 499,Published,20,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D1,Digestive,Endoscopy (Lower GI) with Biopsy,Inpatient,Age Group,Age between 21 – 40,9800,7600,13300,2.3,,"1,000 - 4,999",Published,20,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D1,Digestive,Endoscopy (Lower GI) with Biopsy,Inpatient,Age Group,Age between 41 – 60,10200,7500,14700,2.2,,"1,000 - 4,999",Published,20,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D1,Digestive,Endoscopy (Lower GI) with Biopsy,Inpatient,Age Group,Age 61 and above,10000,7000,14300,2.2,,500 - 999,Published,20,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D1,Digestive,Endoscopy (Lower GI) with Biopsy,Daycare,Overall,All,4700,3700,5900,,Discharge within the same day,"1,000 - 4,999",Published,18,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D1,Digestive,Endoscopy (Lower GI) with Biopsy,Daycare,Facility State,Johor,4800,3900,5800,,,100 - 499,Published,21,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D1,Digestive,Endoscopy (Lower GI) with Biopsy,Daycare,Facility State,Kedah,4100,3300,5100,,,50 - 99,Published,21,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D1,Digestive,Endoscopy (Lower GI) with Biopsy,Daycare,Facility State,Kelantan,,,,,,,Insufficient credible data,21,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D1,Digestive,Endoscopy (Lower GI) with Biopsy,Daycare,Facility State,Kuala Lumpur,5200,4300,6300,,,"1,000 - 4,999",Published,21,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D1,Digestive,Endoscopy (Lower GI) with Biopsy,Daycare,Facility State,Melaka,5200,4200,6800,,,100 - 499,Published,21,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D1,Digestive,Endoscopy (Lower GI) with Biopsy,Daycare,Facility State,Negeri Sembilan,5300,4200,6700,,,100 - 499,Published,21,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D1,Digestive,Endoscopy (Lower GI) with Biopsy,Daycare,Facility State,Pahang,4300,3300,4800,,,1 - 49,Published,21,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D1,Digestive,Endoscopy (Lower GI) with Biopsy,Daycare,Facility State,Perak,4600,3600,5800,,,100 - 499,Published,21,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D1,Digestive,Endoscopy (Lower GI) with Biopsy,Daycare,Facility State,Perlis,,,,,,,Insufficient credible data,21,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D1,Digestive,Endoscopy (Lower GI) with Biopsy,Daycare,Facility State,Pulau Pinang,4100,3100,5000,,,100 - 499,Published,21,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D1,Digestive,Endoscopy (Lower GI) with Biopsy,Daycare,Facility State,Sabah,5200,3900,6500,,,50 - 99,Published,21,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D1,Digestive,Endoscopy (Lower GI) with Biopsy,Daycare,Facility State,Sarawak,2900,2400,3700,,,100 - 499,Published,21,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D1,Digestive,Endoscopy (Lower GI) with Biopsy,Daycare,Facility State,Selangor,4800,4000,5900,,,"1,000 - 4,999",Published,21,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D1,Digestive,Endoscopy (Lower GI) with Biopsy,Daycare,Facility State,Terengganu,,,,,,,Insufficient credible data,21,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D1,Digestive,Endoscopy (Lower GI) with Biopsy,Daycare,Age Group,Age 20 and below,4600,3800,5800,,Discharge within the same day,100 - 499,Published,22,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D1,Digestive,Endoscopy (Lower GI) with Biopsy,Daycare,Age Group,Age between 21 – 40,4700,3800,5800,,Discharge within the same day,"1,000 - 4,999",Published,22,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D1,Digestive,Endoscopy (Lower GI) with Biopsy,Daycare,Age Group,Age between 41 – 60,4700,3700,5900,,Discharge within the same day,"1,000 - 4,999",Published,22,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D1,Digestive,Endoscopy (Lower GI) with Biopsy,Daycare,Age Group,Age 61 and above,4700,3500,5800,,Discharge within the same day,500 - 999,Published,22,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D2,Digestive,Endoscopy (Upper GI) with Biopsy,Inpatient,Overall,All,8800,6500,12400,2.3,,">= 5,000",Published,23,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D2,Digestive,Endoscopy (Upper GI) with Biopsy,Inpatient,Facility State,Johor,8800,6700,12700,,,"1,000 - 4,999",Published,24,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D2,Digestive,Endoscopy (Upper GI) with Biopsy,Inpatient,Facility State,Kedah,7000,5500,9400,,,500 - 999,Published,24,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D2,Digestive,Endoscopy (Upper GI) with Biopsy,Inpatient,Facility State,Kelantan,10700,7800,15600,,,100 - 499,Published,24,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D2,Digestive,Endoscopy (Upper GI) with Biopsy,Inpatient,Facility State,Kuala Lumpur,9500,7100,13800,,,"1,000 - 4,999",Published,24,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D2,Digestive,Endoscopy (Upper GI) with Biopsy,Inpatient,Facility State,Melaka,9500,7200,13100,,,500 - 999,Published,24,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D2,Digestive,Endoscopy (Upper GI) with Biopsy,Inpatient,Facility State,Negeri Sembilan,9400,7100,12900,,,500 - 999,Published,24,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D2,Digestive,Endoscopy (Upper GI) with Biopsy,Inpatient,Facility State,Pahang,7700,6200,10700,,,100 - 499,Published,24,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D2,Digestive,Endoscopy (Upper GI) with Biopsy,Inpatient,Facility State,Perak,8200,6400,10700,,,"1,000 - 4,999",Published,24,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D2,Digestive,Endoscopy (Upper GI) with Biopsy,Inpatient,Facility State,Perlis,8700,7100,9700,,,1 - 49,Published,24,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D2,Digestive,Endoscopy (Upper GI) with Biopsy,Inpatient,Facility State,Pulau Pinang,7400,5300,10200,,,"1,000 - 4,999",Published,24,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D2,Digestive,Endoscopy (Upper GI) with Biopsy,Inpatient,Facility State,Sabah,12000,8500,18300,,,100 - 499,Published,24,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D2,Digestive,Endoscopy (Upper GI) with Biopsy,Inpatient,Facility State,Sarawak,5800,4100,8500,,,100 - 499,Published,24,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D2,Digestive,Endoscopy (Upper GI) with Biopsy,Inpatient,Facility State,Selangor,9700,7200,13700,,,"1,000 - 4,999",Published,24,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D2,Digestive,Endoscopy (Upper GI) with Biopsy,Inpatient,Facility State,Terengganu,8900,6900,11400,,,1 - 49,Published,24,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D2,Digestive,Endoscopy (Upper GI) with Biopsy,Inpatient,Age Group,Age 20 and below,7900,6100,10800,2.4,,"1,000 - 4,999",Published,25,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D2,Digestive,Endoscopy (Upper GI) with Biopsy,Inpatient,Age Group,Age between 21 – 40,8100,6200,11000,2.2,,">= 5,000",Published,25,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D2,Digestive,Endoscopy (Upper GI) with Biopsy,Inpatient,Age Group,Age between 41 – 60,9500,7100,14000,2.3,,">= 5,000",Published,25,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D2,Digestive,Endoscopy (Upper GI) with Biopsy,Inpatient,Age Group,Age 61 and above,10000,7200,15000,2.4,,"1,000 - 4,999",Published,25,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D2,Digestive,Endoscopy (Upper GI) with Biopsy,Daycare,Overall,All,4700,3300,6100,,Discharge within the same day,">= 5,000",Published,23,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D2,Digestive,Endoscopy (Upper GI) with Biopsy,Daycare,Facility State,Johor,5000,3900,6200,,,500 - 999,Published,26,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D2,Digestive,Endoscopy (Upper GI) with Biopsy,Daycare,Facility State,Kedah,3600,2800,4900,,,50 - 99,Published,26,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D2,Digestive,Endoscopy (Upper GI) with Biopsy,Daycare,Facility State,Kelantan,,,,,,,Insufficient credible data,26,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D2,Digestive,Endoscopy (Upper GI) with Biopsy,Daycare,Facility State,Kuala Lumpur,5000,3700,6500,,,"1,000 - 4,999",Published,26,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D2,Digestive,Endoscopy (Upper GI) with Biopsy,Daycare,Facility State,Melaka,5600,3700,7000,,,100 - 499,Published,26,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D2,Digestive,Endoscopy (Upper GI) with Biopsy,Daycare,Facility State,Negeri Sembilan,5200,4100,6600,,,100 - 499,Published,26,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D2,Digestive,Endoscopy (Upper GI) with Biopsy,Daycare,Facility State,Pahang,3500,3000,4500,,,1 - 49,Published,26,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D2,Digestive,Endoscopy (Upper GI) with Biopsy,Daycare,Facility State,Perak,4400,3300,5800,,,100 - 499,Published,26,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D2,Digestive,Endoscopy (Upper GI) with Biopsy,Daycare,Facility State,Perlis,,,,,,,Insufficient credible data,26,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D2,Digestive,Endoscopy (Upper GI) with Biopsy,Daycare,Facility State,Pulau Pinang,3900,2900,5000,,,500 - 999,Published,26,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D2,Digestive,Endoscopy (Upper GI) with Biopsy,Daycare,Facility State,Sabah,5500,4400,6700,,,100 - 499,Published,26,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D2,Digestive,Endoscopy (Upper GI) with Biopsy,Daycare,Facility State,Sarawak,3100,2500,3800,,,100 - 499,Published,26,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D2,Digestive,Endoscopy (Upper GI) with Biopsy,Daycare,Facility State,Selangor,4900,3500,6300,,,"1,000 - 4,999",Published,26,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D2,Digestive,Endoscopy (Upper GI) with Biopsy,Daycare,Facility State,Terengganu,,,,,,,Insufficient credible data,26,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D2,Digestive,Endoscopy (Upper GI) with Biopsy,Daycare,Age Group,Age 20 and below,3900,3100,5400,,Discharge within the same day,100 - 499,Published,27,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D2,Digestive,Endoscopy (Upper GI) with Biopsy,Daycare,Age Group,Age between 21 – 40,4100,3100,5400,,Discharge within the same day,"1,000 - 4,999",Published,27,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D2,Digestive,Endoscopy (Upper GI) with Biopsy,Daycare,Age Group,Age between 41 – 60,4900,3600,6300,,Discharge within the same day,"1,000 - 4,999",Published,27,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D2,Digestive,Endoscopy (Upper GI) with Biopsy,Daycare,Age Group,Age 61 and above,5200,3700,6600,,Discharge within the same day,500 - 999,Published,27,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D3,Digestive,Removal of a Polyp-colon,Inpatient,Overall,All,9200,6000,13400,2.2,,100 - 499,Published,28,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D3,Digestive,Removal of a Polyp-colon,Inpatient,Facility State,Johor,10400,7800,14200,,,1 - 49,Published,29,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D3,Digestive,Removal of a Polyp-colon,Inpatient,Facility State,Kedah,,,,,,,Insufficient credible data,29,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D3,Digestive,Removal of a Polyp-colon,Inpatient,Facility State,Kelantan,,,,,,,Insufficient credible data,29,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D3,Digestive,Removal of a Polyp-colon,Inpatient,Facility State,Kuala Lumpur,10800,6600,16500,,,1 - 49,Published,29,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D3,Digestive,Removal of a Polyp-colon,Inpatient,Facility State,Melaka,9500,6600,15600,,,1 - 49,Published,29,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D3,Digestive,Removal of a Polyp-colon,Inpatient,Facility State,Negeri Sembilan,,,,,,,Insufficient credible data,29,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D3,Digestive,Removal of a Polyp-colon,Inpatient,Facility State,Pahang,,,,,,,Insufficient credible data,29,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D3,Digestive,Removal of a Polyp-colon,Inpatient,Facility State,Perak,9400,7700,14800,,,1 - 49,Published,29,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D3,Digestive,Removal of a Polyp-colon,Inpatient,Facility State,Perlis,,,,,,,Insufficient credible data,29,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D3,Digestive,Removal of a Polyp-colon,Inpatient,Facility State,Pulau Pinang,9200,6800,12100,,,1 - 49,Published,29,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D3,Digestive,Removal of a Polyp-colon,Inpatient,Facility State,Sabah,,,,,,,Insufficient credible data,29,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D3,Digestive,Removal of a Polyp-colon,Inpatient,Facility State,Sarawak,3500,2600,6300,,,50 - 99,Published,29,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D3,Digestive,Removal of a Polyp-colon,Inpatient,Facility State,Selangor,11700,9400,15700,,,1 - 49,Published,29,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D3,Digestive,Removal of a Polyp-colon,Inpatient,Facility State,Terengganu,,,,,,,Insufficient credible data,29,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
D3,Digestive,Removal of a Polyp-colon,Inpatient,Age Group,Age 20 and below,3100,2500,6700,2.1,,1 - 49,Published,30,https://www.liam.org.my/library/healthcare/Price-Ranges-Common-Private-Healthcare-Services-Msia_27Jan2026.pdf
